short_name,long_name,overall,potential,value,positions,position,nationality,age,height,weight,club,wage,release,club_position,end,jersey number,start,foot,national_position,national_number
G. Burgstaller,Guido Burgstaller,72,72,1500000,ST,ST,Austria,33,187,80,SK Rapid Wien,23000,2200000,ST,2024,9,2022,Right,-,-
C. Njie,Clinton Njie,72,72,2400000,"LW,RW,ST",LW,Cameroon,28,175,68,Demir Grup Sivasspor,15000,4800000,RM,2024,10,2022,Right,-,-
D. Maeda,Daizen Maeda,72,77,3500000,"LW,ST",ST,Japan,24,173,68,Celtic,33000,6600000,LW,2026,38,2022,Right,-,-
F. Mattiello,Federico Mattiello,72,72,2300000,"RB,RM,LM",RB,Italy,26,184,70,Go Ahead Eagles,7000,3300000,SUB,2023,33,2022,Left,-,-
M. Bianchetti,Matteo Bianchetti,72,73,2200000,CB,CB,Italy,29,189,81,US Cremonese,10000,4099999,SUB,2025,15,2019,Right,-,-
Curro Sánchez,Francisco José Sánchez Rodríguez,72,73,2800000,"RM,CAM,CM",CAM,Spain,26,173,71,Burgos CF,7000,4600000,CAM,2024,16,2022,Left,-,-
S. Pedroza,Sebastián Pedroza,72,80,4900000,"CDM,CM",CDM,Colombia,23,176,69,Al Batin,10000,9100000,SUB,2024,8,2019,Right,-,-
N. Moisander,Niklas Moisander,72,72,425000,CB,CB,Finland,36,183,77,Malmö FF,5000,553000,RES,2022,4,2021,Left,-,-
S. Adegbenro,Samuel Adegbenro,72,72,2600000,"ST,LW,RW",ST,Nigeria,26,178,75,Beijing Guoan FC,15000,4000000,ST,2024,11,2022,Right,-,-
Leordinho Paes,Manuel Leonardo Conceição Paes,72,72,2800000,"CAM,LM",CAM,Brazil,22,180,69,Santos,16000,5300000,CAM,2025,30,2022,Left,-,-
J. Cabrera,Javier Cabrera,72,72,2300000,"RM,LM,RWB",RM,Uruguay,30,168,62,Argentinos Juniors,10000,3500000,RWB,2023,7,2021,Right,-,-
Kiko Olivas,Francisco José Olivas Alba,72,72,1100000,CB,CB,Spain,33,185,83,FC Cartagena,7000,1800000,SUB,2024,21,2022,Right,-,-
M. Melluso,Matías Melluso,72,78,3500000,"LB,LWB",LB,Argentina,24,170,63,Gimnasia y Esgrima La Plata,10000,6000000,LB,2023,32,2017,Left,-,-
J. Blaswich,Janis Blaswich,72,72,1200000,GK,GK,Germany,31,193,89,RB Leipzig,23000,2000000,SUB,2025,21,2022,Right,-,-
Talles Magno,Talles Magno Bacelar Martins,72,84,5500000,"LM,CF",RM,Brazil,20,186,70,New York City FC,5000,9400000,ST,2026,43,2021,Right,-,-
A. Grassi,Alberto Grassi,72,73,2700000,"CM,CDM",CM,Italy,27,183,75,Empoli,4000,0,CM,2023,5,2020,Right,-,-
Josué,Josué Filipe Soares Pesqueira,72,72,1900000,"CAM,CM,CF",CAM,Portugal,31,174,68,Legia Warszawa,8000,2600000,CM,2023,27,2021,Left,-,-
J. Mensah,Jonathan Mensah,72,72,1600000,CB,CB,Ghana,31,188,83,Columbus Crew,6000,2400000,CB,2022,4,2017,Right,SUB,22
S. Kapino,Stefanos Kapino,72,74,2000000,GK,GK,Greece,28,196,88,DSC Arminia Bielefeld,11000,3400000,SUB,2023,1,2021,Right,-,-
C. Hourihane,Conor Hourihane,72,72,1900000,"CM,CDM",CM,Republic of Ireland,31,180,62,Derby County,7000,3300000,CM,2024,4,2022,Left,SUB,8
A. Cicâldău,Alexandru Cicâldău,72,75,0,"CM,CAM",CAM,Romania,24,178,76,Free agent,0,0,-,-,-,2021,Right,CM,8
Lázaro,Lázaro Vinicius Marques,72,85,5500000,"LM,CM,RM",LM,Brazil,20,181,75,Unión Deportiva Almería,13000,15500000,SUB,2028,14,2022,Right,-,-
T. Jantschke,Tony Jantschke,72,72,1500000,"CB,RB",CB,Germany,32,177,76,Borussia Mönchengladbach,18000,2600000,SUB,2023,24,2009,Right,-,-
Dani Raba,Daniel Raba Antolin,72,73,2800000,"RM,RW",CAM,Spain,26,184,76,CD Leganés,10000,4700000,SUB,2024,17,2022,Left,-,-
Akieme,Sergio Akieme Rodríguez,72,79,4500000,"LB,LWB,LM",LB,Spain,24,175,70,Unión Deportiva Almería,14000,10800000,LM,2026,15,2021,Left,-,-
Iván Jaime,Iván Jaime Pajuelo,72,82,5500000,"CAM,ST,LW",CAM,Spain,21,180,72,Futebol Clube de Famalicão,6000,12700000,SUB,2025,10,2020,Right,-,-
A. Linde,Andreas Linde,72,74,2000000,GK,GK,Sweden,28,196,93,SpVgg Greuther Fürth,7000,3400000,GK,2024,1,2022,Right,SUB,12
Iñaki Peña,Ignacio Peña Sotorres,72,81,4500000,GK,GK,Spain,23,184,78,FC Barcelona,44000,10100000,SUB,2023,26,2018,Right,-,-
F. Lustenberger,Fabian Lustenberger,72,72,750000,CB,CB,Switzerland,34,182,73,BSC Young Boys,15000,1100000,CB,2023,28,2019,Right,-,-
Sebas Couteira,Sebastião Erick Couteira Baía,72,72,2800000,"CAM,RM",RW,Brazil,22,178,70,Club Athletico Paranaense,10000,5300000,RM,2025,26,2022,Right,-,-
Dersan Dinis,Dersan Jaime Dinis Abravanel,72,72,2300000,RW,RW,Brazil,30,176,70,Palmeiras,27000,4099999,SUB,2025,33,2022,Right,-,-
B. Cufré,Braian Cufré,72,77,3200000,"LB,LM",LWB,Argentina,25,178,79,RCD Mallorca,16000,7300000,RES,2024,3,2020,Left,-,-
Y. Bodiger,Yann Bodiger,72,74,2500000,"CDM,CM,CAM",CDM,France,27,188,80,Granada CF,8000,4200000,CDM,2024,6,2022,Left,-,-
Samú Costa,Samuel Almeida Costa,72,81,5000000,"CDM,CM",CDM,Portugal,21,183,75,Unión Deportiva Almería,12000,12000000,CM,2026,23,2021,Left,-,-
Ailton Valpaços,Ailton Jonas Valpaços Salazar,72,72,1900000,"CB,CDM",CB,Brazil,30,186,79,São Paulo,23000,3600000,CB,2025,27,2022,Right,-,-
M. Rangel,Michael Rangel,72,72,2000000,ST,ST,Colombia,31,187,86,Club Deportes Tolima,4000,2800000,ST,2022,17,2022,Right,-,-
R. Pröpper,Robin Pröpper,72,73,2200000,CB,CB,Netherlands,28,190,78,FC Twente,10000,3500000,CB,2024,3,2021,Right,-,-
T. Rincón,Tomás Rincón,72,72,1100000,"CM,CDM",CDM,Venezuela,34,177,78,U.C. Sampdoria,14000,2000000,CM,2023,8,2022,Right,-,-
Aurélio Buta,Aurélio Gabriel Ulineia Buta,72,75,3100000,"RM,RWB",RM,Portugal,25,172,66,Eintracht Frankfurt,18000,5500000,RES,2026,24,2022,Right,-,-
Gil Dias,Gil Bastião Dias,72,73,2800000,"LW,RW,LB",LW,Portugal,25,184,78,SL Benfica,10000,5800000,RES,2026,31,2021,Left,-,-
R. Donk,Ryan Donk,72,72,425000,"CB,CDM",CB,Suriname,36,192,80,Kasimpaşa SK,7000,850000,SUB,2023,4,2021,Right,-,-
G. Weissbeck,Gaëtan Weissbeck,72,77,3400000,"CAM,RM",CAM,France,25,177,70,FC Sochaux-Montbéliard,6000,6200000,CAM,2024,10,2019,Right,-,-
J. O'Connell,Jack O'Connell,72,74,2400000,CB,CB,England,28,191,85,Sheffield United,20000,4700000,SUB,2023,5,2016,Left,-,-
T. Chandler,Timmy Chandler,72,72,1900000,"RM,RWB",CB,United States,32,187,84,Eintracht Frankfurt,19000,3200000,SUB,2025,22,2014,Right,-,-
P. Lavandeira,Pablo Lavandeira,72,72,1900000,"CAM,RM,LM",CAM,Uruguay,32,172,70,Club Alianza Lima,850,4200000,LM,2022,7,2022,Right,-,-
J. Stanišić,Josip Stanišić,72,81,5000000,"RB,CB",RB,Croatia,22,187,77,FC Bayern München,27000,9300000,SUB,2025,44,2021,Right,SUB,3
Z. Ferhat,Zinedine Ferhat,72,72,2300000,"LM,RM",LM,Algeria,29,180,70,Aytemiz Alanyaspor,16000,4600000,LM,2024,10,2022,Right,-,-
Fabiano Sonta,Fabiano Elton Sonta Pessoa,72,72,1900000,"CB,CDM",CB,Brazil,30,181,82,Fluminense,15000,3600000,CDM,2025,14,2022,Right,-,-
R. Ábila,Ramón Ábila,72,72,1900000,ST,ST,Argentina,32,177,93,Club Atlético Colón,11000,2900000,SUB,2024,12,2022,Right,-,-
A. Hrustić,Ajdin Hrustić,72,75,3100000,"CM,CDM,RM",CAM,Australia,25,183,78,Hellas Verona,18000,5500000,SUB,2026,10,2022,Left,CAM,10
D. Saba,Dia Saba,72,72,2300000,"CAM,ST",LM,Israel,29,168,74,Demir Grup Sivasspor,14000,4600000,CAM,2023,11,2022,Left,-,-
F. Sierralta,Francisco Sierralta,72,77,3100000,CB,CB,Chile,25,190,83,Watford,26000,6100000,CB,2023,31,2020,Right,-,-
A. Aguerre,Alan Aguerre,72,72,1200000,GK,GK,Argentina,31,181,76,Club Atlético Talleres,9000,1800000,SUB,2022,1,2022,Right,-,-
M. Bouldini,Mohamed Bouldini,72,75,3100000,ST,ST,Morocco,26,184,80,Levante Unión Deportiva,10000,5200000,SUB,2027,22,2022,Left,-,-
J. Le Douaron,Jérémy Le Douaron,72,76,3400000,"ST,LM",ST,France,24,189,78,Stade Brestois 29,16000,7100000,SUB,2023,22,2020,Left,-,-
Àlex Corredera,Alexandre Corredera Alardi,72,75,3000000,"CM,CAM,RM",CM,Spain,26,178,72,CD Tenerife,8000,5000000,CM,2024,6,2021,Left,-,-
J. Duque,Jefferson Duque,72,72,1000000,ST,ST,Colombia,35,183,79,Atlético Nacional,4000,1400000,ST,2022,9,2020,Right,-,-
R. Schmid,Romano Schmid,72,79,4800000,CAM,CAM,Austria,22,174,73,SV Werder Bremen,15000,9600000,SUB,2024,20,2019,Right,-,-
I. Ugbo,Iké Ugbo,72,78,3700000,ST,ST,Canada,23,185,73,ESTAC Troyes,13000,8100000,SUB,2026,9,2022,Right,SUB,8
P. Drewes,Patrick Drewes,72,72,1600000,GK,GK,Germany,29,194,90,SV Sandhausen,6000,2600000,GK,2023,1,2021,Right,-,-
Rúben Lameiras,Rúben Barcelos De Sousa Lameiras,72,72,2500000,RW,RW,Portugal,27,176,67,Vitória de Guimarães,9000,5300000,RW,2024,7,2021,Left,-,-
J. Ballón,Josepmir Ballón,72,72,800000,"CDM,CM",CDM,Peru,34,180,80,Club Alianza Lima,750,1800000,CM,2022,21,2020,Right,-,-
A. Ciciretti,Amato Ciciretti,72,72,2400000,"RW,CAM",RW,Italy,28,170,74,Ascoli,5000,3800000,RW,2024,10,2021,Left,-,-
Juan Iglesias,Juan Antonio Iglesias Sánchez,72,79,4500000,"RB,RM,RWB",RB,Spain,23,185,76,Getafe CF,15000,10400000,RB,2026,21,2019,Right,-,-
Guerrero,Adrián Guerrero Aguilar,72,79,4500000,"LWB,LB,LM",LWB,Spain,24,174,67,FC Zürich,11000,7700000,LM,2024,3,2021,Left,-,-
H. Al Haydos,Hassan Al Haydos,72,72,0,"RW,CAM,LW",RW,Qatar,31,170,66,Free agent,0,0,-,-,-,2022,Right,RW,10
C. Borja,Cristian Borja,72,72,2100000,LB,LB,Colombia,29,180,73,SC Braga,10000,4200000,SUB,2025,26,2021,Left,-,-
C. Espinoza,Cristian Espinoza,72,72,2500000,RM,RM,Argentina,27,173,73,San Jose Earthquakes,7000,3800000,RM,2022,10,2019,Right,-,-
N. Gaitán,Nicolás Gaitán,72,72,1100000,"CAM,CM",CAM,Argentina,34,173,66,FC Paços de Ferreira,8000,2300000,CM,2023,28,2022,Left,-,-
A. Barkok,Aymen Barkok,72,78,3700000,"CAM,CF,CM",CAM,Morocco,24,189,82,1. FSV Mainz 05,17000,7000000,SUB,2025,4,2022,Right,-,-
L. Dickmann,Lorenzo Dickmann,72,75,2900000,RB,RB,Italy,25,177,70,SPAL,3000,4700000,RB,2023,24,2019,Right,-,-
A. Cadavid,Andrés Cadavid,72,72,425000,CB,CB,Colombia,36,188,87,Independiente Medellín,2000,595000,CB,2022,5,2019,Left,-,-
K. Diks,Kevin Diks,72,75,2900000,"RB,LB",RWB,Netherlands,25,182,79,F.C. København,15000,4000000,RB,2025,2,2021,Right,-,-
E. Amor,Emiliano Amor,72,74,2500000,CB,CB,Argentina,27,190,80,Colo-Colo,5000,3700000,CB,2024,15,2021,Right,-,-
V. Chiricheș,Vlad Chiricheș,72,72,1500000,CB,CB,Romania,32,184,75,US Cremonese,9000,2700000,CB,2023,21,2022,Right,CB,6
R. Ledson,Ryan Ledson,72,75,2900000,"CDM,CM",CDM,England,24,175,69,Preston North End,19000,5700000,SUB,2023,18,2018,Right,-,-
M. Rog,Marko Rog,72,73,2700000,"CM,CDM",CAM,Croatia,26,180,73,Cagliari,4000,4500000,SUB,2026,6,2020,Right,-,-
Guto Milazar,Guto Ramón Milazar Coimbra,72,72,2000000,LB,LB,Brazil,30,170,68,Flamengo,23000,3600000,SUB,2025,30,2022,Left,-,-
F. Mura,Facundo Mura,72,77,3300000,"RB,LB",RB,Argentina,23,171,69,Racing Club,11000,5200000,RB,2024,34,2022,Right,-,-
V. Jemelka,Václav Jemelka,72,74,2500000,"CB,LB",CB,Czech Republic,27,186,81,FC Viktoria Plzeň,750,5700000,SUB,2025,21,2022,Left,-,-
Wallace,Wallace Fortuna Santos,72,74,2500000,CB,CB,Brazil,27,191,85,Wuhan Three Towns,13000,4099999,CB,2023,3,2022,Right,-,-
K. Sowah,Kamal Sowah,72,79,4800000,"CF,CAM,LM",LM,Ghana,22,179,66,Club Brugge KV,17000,7700000,SUB,2025,19,2021,Left,-,-
Paulinho,Paulo Henrique Soares dos Santos,72,72,2500000,"ST,CM",CAM,Brazil,27,168,58,Shanghai Port FC,15000,3900000,ST,2023,9,2021,Left,-,-
Leandro Vivenço,Leandro Freddy Vivenço Morais,72,72,2800000,ST,ST,Brazil,22,174,69,RB Bragantino,12000,5300000,SUB,2025,9,2022,Right,-,-
F. Mora,Felipe Mora,72,72,2400000,ST,ST,Chile,28,175,68,Portland Timbers,8000,3600000,RES,2022,9,2021,Right,-,-
B. Al Ahbabi,Bandar Al Ahbabi,72,72,1700000,"RB,RM",RB,United Arab Emirates,31,170,60,Al Ain FC,900,3700000,RB,2024,11,2016,Right,-,-
Nélson Oliveira,Nélson Miguel Castro Oliveira,72,72,2300000,ST,ST,Portugal,30,185,82,PAOK,1000,5100000,SUB,2023,9,2021,Right,-,-
T. Monconduit,Thomas Monconduit,72,72,1600000,"CDM,CM",CDM,France,31,184,83,AS Saint-Étienne,7000,2900000,CM,2025,7,2022,Right,-,-
D. Banguero,Danovis Banguero,72,72,1600000,LB,LB,Colombia,32,185,85,Atlético Nacional,4000,2200000,LB,2023,20,2020,Left,-,-
Leo Coelho,Leonardo Henriques Coelho,72,73,2200000,CB,CB,Brazil,29,189,87,Club Nacional de Football,650,5000000,CB,2022,3,2022,Right,-,-
L. Négo,Loïc Négo,72,72,0,"RM,RB,CM",RM,Hungary,31,181,71,Free agent,0,0,-,-,-,2015,Right,SUB,7
M. Barrios,Michael Barrios,72,72,1900000,"RM,ST",RM,Colombia,31,162,61,Colorado Rapids,7000,2800000,RM,2022,12,2021,Right,-,-
S. Lovrič,Sandi Lovrič,72,79,4700000,"CM,CDM",CM,Slovenia,24,180,75,Udinese Calcio,11000,8900000,SUB,2027,4,2022,Right,-,-
S. Torrico,Sebastián Torrico,72,72,250000,GK,GK,Argentina,42,183,84,San Lorenzo de Almagro,5000,375000,SUB,2022,12,2013,Right,-,-
S. Schrijvers,Siebe Schrijvers,72,75,3100000,"CM,CF,ST",CAM,Belgium,25,180,67,Oud-Heverlee Leuven,11000,4900000,SUB,2024,8,2021,Right,-,-
Xavi Torres,Xavier Torres Buigues,72,72,650000,"CDM,CB",CDM,Spain,35,179,82,CD Lugo,5000,1000000,CDM,2024,14,2020,Right,-,-
Luiz Júnior,Luiz Lúcio Reis Júnior,72,82,4600000,GK,GK,Brazil,21,194,88,Futebol Clube de Famalicão,4000,10600000,GK,2027,31,2019,Right,-,-
F. Bjørkan,Fredrik Andre Bjørkan,72,77,3300000,LB,LB,Norway,23,180,74,Feyenoord,16000,0,SUB,2023,5,2022,Left,SUB,17
B. Ndiaye,Badou Ndiaye,72,72,1900000,"CM,CDM",CDM,Senegal,31,180,76,Adana Demirspor,16000,3800000,CDM,2025,17,2022,Right,-,-
Jutglà,Ferran Jutglà Blanch,72,80,5000000,"ST,LW",ST,Spain,23,174,79,Club Brugge KV,17000,8000000,ST,2026,9,2022,Right,-,-
M. Lis,Mateusz Lis,72,77,2700000,GK,GK,Poland,25,192,83,ESTAC Troyes,24000,0,SUB,2023,1,2022,Right,-,-
Samu,Fábio Samuel Amorim Silva,72,75,3000000,CM,CAM,Portugal,26,170,64,FC Vizela,5000,6500000,CM,2024,20,2019,Left,-,-
L. Di Plácido,Leonel Di Plácido,72,72,2100000,"RB,RWB,RM",RB,Argentina,28,176,72,Club Atlético Lanús,12000,3200000,SUB,2026,26,2017,Right,-,-
M. Hedges,Matt Hedges,72,72,1500000,CB,CB,United States,32,193,93,FC Dallas,6000,2300000,CB,2022,24,2012,Right,-,-
O. Özyakup,Oğuzhan Özyakup,72,72,2300000,"CM,CAM",CAM,Turkey,29,180,75,Fortuna Sittard,12000,3500000,SUB,2024,15,2022,Right,-,-
Diego Mariño,Diego Mariño Villar,72,72,1200000,GK,GK,Spain,32,187,77,Real Sporting de Gijón,6000,1900000,GK,2023,13,2016,Right,-,-
L. Da Cunha,Lucas Da Cunha,72,78,3800000,"RM,CAM,RW",CAM,France,21,176,69,OGC Nice,20000,8000000,SUB,2024,97,2020,Left,-,-
H. Barcos,Hernán Barcos,72,72,800000,ST,ST,Argentina,38,187,91,Club Alianza Lima,700,1800000,ST,2022,9,2021,Right,-,-
N. Dussenne,Noë Dussenne,72,72,1900000,CB,CB,Belgium,30,192,85,Standard de Liège,11000,2900000,CB,2023,6,2019,Right,-,-
R. Coetzee,Rivaldo Coetzee,72,79,4300000,"CDM,CB",CDM,South Africa,25,180,76,Mamelodi Sundowns FC,850,10300000,RES,2023,40,2017,Right,-,-
M. Villanueva,Mikel Villanueva,72,72,2000000,CB,CB,Venezuela,29,192,79,Vitória de Guimarães,8000,4200000,CB,2025,3,2022,Left,-,-
C. Cuesta,Carlos Cuesta,72,79,4400000,CB,CB,Colombia,23,179,81,KRC Genk,10000,7500000,CB,2024,46,2019,Right,-,-
E. Bologna,Enrique Bologna,72,72,250000,GK,GK,Argentina,40,189,87,Club Atlético Banfield,5000,363000,SUB,2022,25,2021,Right,-,-
J. Robinson,Jack Robinson,72,72,2000000,"CB,LB",CB,England,28,180,67,Sheffield United,20000,3800000,SUB,2023,19,2020,Left,-,-
L. López,Lisandro López,72,72,800000,"ST,CAM",ST,Argentina,39,174,74,Club Atlético Sarmiento,8000,1200000,ST,2022,7,2022,Right,-,-
B. Özdemir,Berat Özdemir,72,76,3100000,"CDM,CM",CDM,Turkey,24,187,76,Ettifaq FC,16000,5300000,CM,2025,98,2022,Right,-,-
C. Clark,Ciaran Clark,72,72,1500000,CB,CB,Republic of Ireland,32,185,88,Sheffield United,46000,0,SUB,2023,26,2016,Left,-,-
A. Ali,Almoez Ali,72,75,0,ST,ST,Qatar,25,184,69,Free agent,0,0,-,-,-,2022,Right,ST,19
L. Cacace,Liberato Cacace,72,82,5000000,"LB,LWB",LB,New Zealand,21,184,81,Empoli,6000,10000000,SUB,2025,3,2022,Left,LWB,13
O. Zubkov,Oleksandr Zubkov,72,73,2800000,"RW,CAM,LW",RW,Ukraine,25,182,71,Shakhtar Donetsk,800,6400000,RM,2027,8,2022,Left,SUB,11
E. Adebayo,Elijah Adebayo,72,76,3400000,ST,ST,England,24,193,89,Luton Town,23000,6700000,ST,2024,11,2021,Right,-,-
F. Tănase,Florin Tănase,72,72,0,"CF,ST,CM",CF,Romania,27,185,71,Free agent,0,0,-,-,-,2022,Right,SUB,19
L. Karius,Loris Karius,72,72,1600000,GK,GK,Germany,29,189,87,Newcastle United,40000,3000000,SUB,2023,18,2022,Right,-,-
A. Alvarado,Alexander Alvarado,72,80,5000000,"LM,LW,CF",CAM,Ecuador,23,165,69,LDU Quito,700,11800000,LM,2022,8,2021,Right,-,-
T. Reijnders,Tijjani Reijnders,72,77,3500000,CM,CAM,Netherlands,23,185,73,AZ Alkmaar,7000,5500000,CM,2025,6,2017,Right,-,-
S. Dieng,Seny Dieng,72,75,2300000,GK,GK,Senegal,27,193,90,Queens Park Rangers,18000,4500000,GK,2024,1,2016,Right,-,-
Y. Yotún,Yoshimar Yotún,72,72,1800000,"CM,CDM,LM",CM,Peru,32,172,69,Club Sporting Cristal,750,3900000,CM,2022,27,2022,Left,-,-
H. Calcaterra,Horacio Calcaterra,72,72,1400000,"CM,CAM",CM,Peru,33,178,70,Club Sporting Cristal,750,3000000,CM,2022,7,2013,Right,-,-
G. Suso,Gastón Suso,72,72,1600000,CB,CB,Argentina,31,190,82,Platense,10000,2400000,CB,2023,6,2022,Left,-,-
D. Dąbrowski,Damian Dąbrowski,72,72,2000000,CDM,CDM,Poland,29,182,81,Pogoń Szczecin,8000,2700000,CDM,2024,8,2019,Right,-,-
S. Byram,Sam Byram,72,72,2100000,"LB,RB",LB,England,28,183,72,Norwich City,29000,4000000,LB,2023,3,2019,Right,-,-
A. Hansen,André Hansen,72,72,1200000,GK,GK,Norway,32,189,87,Rosenborg BK,5000,1500000,GK,2023,1,2015,Right,SUB,12
T. Walcott,Theo Walcott,72,72,1500000,RM,RM,England,33,176,68,Southampton,35000,2900000,SUB,2023,32,2021,Right,-,-
Y. Court,Yoann Court,72,72,1900000,"RM,LM,CAM",RM,France,32,172,70,Stade Malherbe Caen,7000,3300000,SUB,2023,11,2020,Left,-,-
K. Asllani,Kristjan Asllani,72,84,5500000,"CDM,CM",CM,Albania,20,175,68,Inter,6000,0,SUB,2023,14,2021,Right,-,-
G. González,Giovanni González,72,72,2300000,"RB,RWB,RM",RB,Uruguay,27,173,73,RCD Mallorca,17000,5100000,SUB,2024,20,2022,Right,-,-
S. Beukema,Sam Beukema,72,80,4900000,CB,CB,Netherlands,23,188,77,AZ Alkmaar,7000,8300000,CB,2026,31,2021,Right,-,-
E. Zeballos,Exequiel Zeballos,72,85,5500000,"RW,LW",RM,Argentina,20,174,71,Boca Juniors,10000,11100000,SUB,2026,7,2020,Right,-,-
J. Paterson,Jamie Paterson,72,72,2300000,"LW,CM,CAM",LW,England,30,175,68,Swansea City,23000,4400000,LW,2024,12,2021,Right,-,-
H. Cuypers,Hugo Cuypers,72,76,3300000,ST,ST,Belgium,25,185,78,KAA Gent,17000,5200000,ST,2026,11,2022,Right,-,-
R. Schunke,Richard Schunke,72,72,1900000,CB,CB,Argentina,30,185,80,Independiente del Valle,800,4200000,CB,2023,5,2018,Right,-,-
B. Šutalo,Boško Šutalo,72,79,4400000,CB,CB,Croatia,22,188,72,Dinamo Zagreb,600,10600000,RES,2027,4,2022,Right,-,-
G. Donati,Giulio Donati,72,72,1500000,"CB,RWB",CB,Italy,32,178,76,AC Monza,29000,2600000,RES,2023,2,2020,Right,-,-
M. Dæhli,Mats Møller Dæhli,72,73,2700000,CAM,RM,Norway,27,172,70,1. FC Nürnberg,10000,4500000,CAM,2025,10,2021,Right,SUB,20
F. Hinestroza,Fredy Hinestroza,72,72,1900000,"LM,RM",LM,Colombia,32,177,68,Junior FC,4000,2700000,LWB,2022,8,2019,Left,-,-
M. Wanitzek,Marvin Wanitzek,72,72,2300000,CM,CM,Germany,29,179,74,Karlsruher SC,12000,3700000,CM,2024,10,2017,Right,-,-
W. Cyprien,Wylan Cyprien,72,73,2400000,"CDM,CM",CDM,France,27,180,78,FC Sion,4000,0,SUB,2023,10,2021,Right,-,-
A. Cambiaso,Andrea Cambiaso,72,82,5000000,"LWB,LM,RWB",LWB,Italy,22,181,72,Bologna,44000,0,LM,2023,50,2022,Left,-,-
S. Kalu,Samuel Kalu,72,75,3200000,"LM,RW",RM,Nigeria,24,177,78,Watford,26000,6300000,SUB,2025,28,2022,Right,-,-
A. Chatzigiovanis,Anastasios Chatzigiovanis,72,75,3100000,RW,RM,Greece,25,175,62,MKE Ankaragücü,12000,6400000,RW,2024,7,2022,Right,-,-
V. Shepelev,Volodymyr Shepelev,72,76,3200000,"CM,CDM",CM,Ukraine,25,184,73,Dynamo Kyiv,750,7300000,SUB,2024,8,2015,Right,-,-
Um Won Sang,Won Sang Um,72,80,5000000,"RW,ST,RM",RW,Korea Republic,23,171,63,Ulsan Hyundai FC,9000,7500000,RM,2025,11,2022,Right,-,-
B. Dack,Bradley Dack,72,72,2400000,"CAM,CM",CAM,England,28,173,71,Blackburn Rovers,31000,4600000,SUB,2024,23,2017,Right,-,-
W. Reid,Winston Reid,72,72,0,CB,CB,New Zealand,33,190,87,Free agent,0,0,-,-,-,2021,Right,CB,2
M. Benassi,Marco Benassi,72,72,2500000,CM,CM,Italy,27,184,80,Fiorentina,33000,4300000,RES,2024,24,2017,Right,-,-
A. Matějů,Aleš Matějů,72,72,2300000,RB,RB,Czech Republic,26,185,84,Palermo,4000,3600000,RB,2024,37,2022,Right,SUB,13
M. Estève,Maxime Estève,72,82,4800000,CB,CB,France,20,193,87,Montpellier Hérault SC,11000,10100000,CB,2025,14,2021,Left,-,-
F. Maouassa,Faitout Maouassa,72,75,3000000,LB,LM,France,23,170,73,Montpellier Hérault SC,14000,0,LB,2023,27,2021,Left,-,-
I. Sosa,Ismael Sosa,72,72,1000000,"ST,CAM,LW",CF,Argentina,35,179,74,CD Everton de Viña del Mar,3000,1400000,ST,2022,18,2022,Right,-,-
M. Castagnetti,Michele Castagnetti,72,72,1600000,"CDM,CM",CDM,Italy,32,180,71,US Cremonese,9000,2900000,SUB,2024,19,2018,Left,-,-
R. Insigne,Roberto Insigne,72,72,2400000,"RW,RM",RW,Italy,28,172,65,Frosinone,4000,3700000,RW,2024,94,2022,Left,-,-
P. Rubio,Patricio Rubio,72,72,1500000,"ST,LW",ST,Chile,33,174,81,Deportivo Ñublense,7000,2000000,RW,2022,12,2022,Right,-,-
E. Cömert,Eray Cömert,72,78,3400000,CB,CB,Switzerland,24,183,80,Valencia CF,18000,7800000,SUB,2026,24,2022,Right,-,-
L. Cháves,Lucas Cháves,72,73,2100000,GK,GK,Argentina,26,178,75,Club Atlético Huracán,8000,0,GK,2023,1,2015,Right,-,-
Á. Nagy,Ádám Nagy,72,74,2500000,"CDM,CM",RWB,Hungary,27,178,70,Pisa,4000,4200000,CDM,2025,16,2021,Right,CM,8
S. Memišević,Samir Memišević,72,72,2000000,"CB,CM,CDM",CB,Bosnia and Herzegovina,28,186,76,Beijing Guoan FC,14000,3100000,CDM,2022,5,2022,Right,-,-
K. Thorstvedt,Kristian Thorstvedt,72,79,4700000,"CAM,CM",CM,Norway,23,189,84,U.S. Sassuolo Calcio,19000,8900000,SUB,2027,42,2022,Left,SUB,18
M. Ishak,Mikael Ishak,72,72,2300000,ST,ST,Sweden,29,184,81,Lech Poznań,9000,3200000,ST,2023,9,2020,Right,-,-
Dani Ojeda,Daniel Ojeda Saranova,72,72,2500000,"RM,LM,CAM",RM,Spain,27,178,72,SD Ponferradina,8000,4000000,RM,2023,7,2021,Right,-,-
Jeong Woo Yeong,Woo Yeong Jeong,72,77,3600000,"CF,CAM",RM,Korea Republic,22,179,69,Sport-Club Freiburg,18000,6400000,SUB,2025,29,2019,Right,-,-
S. Moharrami,Sadegh Moharrami,72,74,2700000,"RB,RM",RB,Iran,26,174,71,Dinamo Zagreb,700,6100000,RB,2025,2,2018,Right,-,-
Y. Maçon,Yvann Maçon,72,78,3500000,"RB,RWB,LB",RWB,France,23,176,74,AS Saint-Étienne,6000,7000000,LWB,2024,27,2020,Right,-,-
J. Souttar,John Souttar,72,76,2900000,CB,CB,Scotland,25,189,75,Rangers FC,30000,5400000,RES,2026,16,2022,Right,-,-
